Start time,End time,Calories (kcal),Distance (m),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Move Minutes count,Inactive duration (ms),Walking duration (ms),Running duration (ms),Light sleeping duration (ms),Deep sleeping duration (ms)
00:00:00.000Z,00:15:00.000Z,16.942702862394956,,,,,,,,,6,,,,,,,,,
00:15:00.000Z,00:30:00.000Z,16.942702862394956,,,,,,,,,6,,,,,,,,,
00:30:00.000Z,00:45:00.000Z,16.942702862394956,,,,,,,,,6,,,,,,,,,
00:45:00.000Z,01:00:00.000Z,16.942702862394956,,,,,,,,,6,,,,,,,,,
01:00:00.000Z,01:15:00.000Z,16.942702862394956,,,,,,,,,6,,,,,,,,,
01:15:00.000Z,01:30:00.000Z,16.942702862394956,,,,,,,,,6,,,,,,,,,
01:30:00.000Z,01:45:00.000Z,16.942702862394956,,,,,,,,,6,,,,,,,,,
01:45:00.000Z,02:00:00.000Z,16.942702862394956,,,,,,,,,6,,,,,,,,,
02:00:00.000Z,02:15:00.000Z,16.942702862394956,,,,,,,,,6,,,,,,,,,
02:15:00.000Z,02:30:00.000Z,16.942702862394956,,,,,,,,,6,,,,,,,,,
02:30:00.000Z,02:45:00.000Z,16.942702862394956,,,,,,,,,6,,,,,,,,,
02:45:00.000Z,03:00:00.000Z,16.942702862394956,,,,,,,,,6,,,,,,,,,
03:00:00.000Z,03:15:00.000Z,16.942702862394956,,,,,,,,,6,,,,,,,,,
03:15:00.000Z,03:30:00.000Z,16.942702862394956,,,,,,,,,6,,,,,,,,,
03:30:00.000Z,03:45:00.000Z,16.942702862394956,,,,,,,,,6,,,,,,,,,
03:45:00.000Z,04:00:00.000Z,16.942702862394956,,,,,,,,,6,,,,,,,,,
04:00:00.000Z,04:15:00.000Z,16.942702862394956,,,,,,,,,6,,,,,,,,,
04:15:00.000Z,04:30:00.000Z,16.942702862394956,,,,,,,,,6,,,,,,,,,
04:30:00.000Z,04:45:00.000Z,16.942702862394956,,,,,,,,,6,,,,,,,,,
04:45:00.000Z,05:00:00.000Z,16.942702862394956,,,,,,,,,6,,,,,,,,,
05:00:00.000Z,05:15:00.000Z,16.942702862394956,,,,,,,,,6,,,,,,,,,
05:15:00.000Z,05:30:00.000Z,16.942702862394956,,,,,,,,,6,,,,,,,,,
05:30:00.000Z,05:45:00.000Z,16.942702862394956,,,,,,,,,6,,,,,,,,,
05:45:00.000Z,06:00:00.000Z,16.942702862394956,,,,,,,,,6,,,,,,,,,
06:00:00.000Z,06:15:00.000Z,16.942702862394956,,,,,,,,,6,,,,,,,,,
06:15:00.000Z,06:30:00.000Z,16.942702862394956,,,,,,,,,6,,,,,,,,,
06:30:00.000Z,06:45:00.000Z,16.942702862394956,,,,,,,,,6,,,,,,,,,
06:45:00.000Z,07:00:00.000Z,16.942702862394956,,,,,,,,,6,,,,,,,,,
07:00:00.000Z,07:15:00.000Z,16.942702862394956,,,,,,,,,6,,,,,,,,,
07:15:00.000Z,07:30:00.000Z,16.942702862394956,,,,,,,,,6,,,,,,,,,
07:30:00.000Z,07:45:00.000Z,16.942702862394956,,,,,,,,,6,,,,,,,,,
07:45:00.000Z,08:00:00.000Z,16.942702862394956,0.7361497670206266,,,,,,,,6,,,,,,,,,
08:00:00.000Z,08:15:00.000Z,16.942702862394956,3.8628162405755964,,,,,,,,6,,,,,,,,,
08:15:00.000Z,08:30:00.000Z,16.942702862394956,3.8628162405755964,,,,,,,,6,,,,,,,,,
08:30:00.000Z,08:45:00.000Z,16.942702862394956,3.8628162405755964,,,,,,,,6,,,,,,,,,
08:45:00.000Z,09:00:00.000Z,16.942702862394956,3.8628162405755964,,,,,,,,6,,,,,,,,,
09:00:00.000Z,09:15:00.000Z,16.942702862394956,3.8628162405755964,,,,,,,,6,,,,,,,,,
09:15:00.000Z,09:30:00.000Z,16.942702862394956,3.8628162405755964,,,,,,,,6,,,,,,,,,
09:30:00.000Z,09:45:00.000Z,16.942702862394956,3.8628162405755964,,,,,,,,6,,,,,,,,,
09:45:00.000Z,10:00:00.000Z,16.942702862394956,3.8628162405755964,,,,,0.00429201778024435,0.00429201778024435,0.00429201778024435,6,,,,,,,,,
10:00:00.000Z,10:15:00.000Z,16.942702862394956,3.8628162405755964,,,,,,,,6,,,,,,,,,
10:15:00.000Z,10:30:00.000Z,16.942702862394956,3.8628162405755964,,,,,,,,6,,,,,,,,,
10:30:00.000Z,10:45:00.000Z,16.942702862394956,3.8628162405755964,,,,,,,,6,,,,,,,,,
10:45:00.000Z,11:00:00.000Z,16.942702862394956,3.8628162405755964,,,,,,,,6,,,,,,,,,
11:00:00.000Z,11:15:00.000Z,16.942702862394956,3.8628162405755964,,,,,,,,6,,,,,,,,,
11:15:00.000Z,11:30:00.000Z,16.942702862394956,3.8628162405755964,,,,,,,,6,,,,,,,,,
11:30:00.000Z,11:45:00.000Z,16.942702862394956,3.8628162405755964,,,,,,,,6,,,,,,,,,
11:45:00.000Z,12:00:00.000Z,78.33601206290622,185.30264757893528,,,,,,,,283,,,,7,,,420000,,
12:00:00.000Z,12:15:00.000Z,78.47490370894424,190.25,,,,,0.43690475821495056,0.43690475821495056,0.43690475821495056,291,,,,7,,,420000,,
12:15:00.000Z,12:30:00.000Z,17.203125004454293,14.464285714285714,,,,,,,,22,79.19999694824219,79.19999694824219,79.19999694824219,,611499,,,,
12:30:00.000Z,12:45:00.000Z,17.20312514869939,14.464285714285714,,,,,0.01607142947614193,0.01607142947614193,0.01607142947614193,22,,,,,900000,,,,
12:45:00.000Z,13:00:00.000Z,17.20312514869939,14.464285714285714,,,,,,,,22,,,,,900000,,,,
13:00:00.000Z,13:15:00.000Z,104.73436742017194,324.85714285714283,,,,,0.5350000262260437,0.5350000262260437,0.5350000262260437,475,,,,10,300000,,600000,,
13:15:00.000Z,13:30:00.000Z,32.998539478103375,329.1101313470314,,,,,1.2838908238336444,2.5398473739624023,0.027934273704886436,40,79.19993591308594,79.19993591308594,79.19993591308594,,730661,169339,,,
13:30:00.000Z,13:45:00.000Z,17.203119368768956,25.140844561590697,,,,,,,,37,,,,,900000,,,,
