Start time,End time,Calories (kcal),Distance (m),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Move Minutes count,Inactive duration (ms),Walking duration (ms),Running duration (ms),Light sleeping duration (ms),Deep sleeping duration (ms)
00:00:00.000Z,00:15:00.000Z,17.20311232975551,4.923076958188688,,,,,,,,,,,,,,,,,900000
00:15:00.000Z,00:30:00.000Z,17.203113419669016,4.923076958188688,,,,,,,,,,,,,,,,660000,240000
00:30:00.000Z,00:45:00.000Z,17.203111966451008,4.923076958188688,,,,,,,,,,,,,,,,300000,600000
00:45:00.000Z,01:00:00.000Z,17.20311164855957,4.923076958188688,,,,,,,,,,,,,,,,900000,
01:00:00.000Z,01:15:00.000Z,17.20311164855957,4.923076958188688,,,,,,,,,,,,,,,,900000,
01:15:00.000Z,01:30:00.000Z,17.20311164855957,4.923076958188688,,,,,,,,,,,,,,,,900000,
01:30:00.000Z,01:45:00.000Z,17.203112045923866,4.923076958188688,,,,,,,,,,,,,,,,900000,
01:45:00.000Z,02:00:00.000Z,17.203113412857057,4.923076958188688,,,,,,,,,,,,,,,,180000,720000
02:00:00.000Z,02:15:00.000Z,17.203113555908203,4.923076958188688,,,,,,,,,,,,,,,,,900000
02:15:00.000Z,02:30:00.000Z,17.203113555908203,4.923076958188688,,,,,,,,,,,,,,,,420000,480000
02:30:00.000Z,02:45:00.000Z,17.203113555908203,4.923076958188688,,,,,,,,,,,,,,,,900000,
02:45:00.000Z,03:00:00.000Z,17.203113555908203,4.923076958188688,,,,,,,,,,,,,,,,900000,
03:00:00.000Z,03:15:00.000Z,17.203113160309968,4.923076958188688,-33.8635573,18.6842276,-33.8635573,18.6842276,,,,,,,,,,,,480000,420000
03:15:00.000Z,03:30:00.000Z,17.2031127081977,4.923076958188688,,,,,,,,,,,,,,,,,900000
03:30:00.000Z,03:45:00.000Z,17.203113446733365,4.923076958188688,,,,,,,,,,,,,,,,600000,300000
03:45:00.000Z,04:00:00.000Z,17.203112238103692,4.923076958188688,,,,,,,,,,,,,,,,60000,840000
04:00:00.000Z,04:15:00.000Z,17.20311212539673,4.923076958188688,,,,,,,,,,,,,,,,540000,360000
04:15:00.000Z,04:30:00.000Z,17.20311212539673,4.923076958188688,,,,,,,,,,,,,,,,900000,
04:30:00.000Z,04:45:00.000Z,17.20311212539673,4.923076958188688,,,,,,,,,,,,,,,,900000,
04:45:00.000Z,05:00:00.000Z,17.20311231613159,4.923076958188688,,,,,,,,,,,,,,,,60000,840000
05:00:00.000Z,05:15:00.000Z,17.20311280300743,4.923076958188688,,,,,,,,,,,,,,,,600000,300000
