Start time,End time,Calories (kcal),Distance (m),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Move Minutes count,Inactive duration (ms),Walking duration (ms),Running duration (ms),Light sleeping duration (ms),Deep sleeping duration (ms)
00:00:00.000Z,00:15:00.000Z,17.20311729794457,2.3639774859287055,,,,,,,,,,,,,,,,240000,660000
00:15:00.000Z,00:30:00.000Z,17.203118215288434,2.3639774859287055,,,,,,,,,,,,,,,,360000,540000
00:30:00.000Z,00:45:00.000Z,17.20311773390997,2.3639774859287055,,,,,,,,,,,,,,,,600000,300000
00:45:00.000Z,01:00:00.000Z,17.20311737060547,2.3639774859287055,,,,,,,,,,,,,,,,900000,
01:00:00.000Z,01:15:00.000Z,17.20311737060547,2.3639774859287055,,,,,,,,,,,,,,,,900000,
01:15:00.000Z,01:30:00.000Z,17.20311737060547,2.3639774859287055,,,,,,,,,,,,,,,,900000,
01:30:00.000Z,01:45:00.000Z,17.20311779446072,2.3639774859287055,-33.8635548,18.6842614,-33.8635548,18.6842614,,,,,,,,,,,,900000,
01:45:00.000Z,02:00:00.000Z,17.203117932213676,2.3639774859287055,,,,,,,,,,,,,,,,480000,420000
02:00:00.000Z,02:15:00.000Z,17.203117465972902,2.3639774859287055,,,,,,,,,,,,,,,,720000,180000
02:15:00.000Z,02:30:00.000Z,17.20311737060547,2.3639774859287055,,,,,0.0026266416534781456,0.0026266416534781456,0.0026266416534781456,,,,,,,,,900000,
02:30:00.000Z,02:45:00.000Z,17.20311737060547,2.3639774859287055,,,,,,,,,,,,,,,,900000,
02:45:00.000Z,03:00:00.000Z,17.20311737060547,2.3639774859287055,,,,,,,,,,,,,,,,900000,
03:00:00.000Z,03:15:00.000Z,17.203117648037995,2.3639774859287055,,,,,,,,,,,,,,,,900000,
03:15:00.000Z,03:30:00.000Z,17.20311771739613,2.3639774859287055,,,,,,,,,,,,,,,,900000,
03:30:00.000Z,03:45:00.000Z,17.20311771739613,2.3639774859287055,-33.8636091,18.6842409,-33.8636091,18.6842409,,,,,,,,,,,,900000,
03:45:00.000Z,04:00:00.000Z,17.203117416844226,2.3639774859287055,,,,,,,,,,,,,,,,120000,780000
04:00:00.000Z,04:15:00.000Z,17.203117451241347,2.3639774859287055,,,,,,,,,,,,,,,,780000,120000
04:15:00.000Z,04:30:00.000Z,17.203117463646866,2.3639774859287055,,,,,,,,,,,,,,,,900000,
04:30:00.000Z,04:45:00.000Z,17.20311740701297,2.3639774859287055,,,,,,,,,,,,,,,,780000,120000
04:45:00.000Z,05:00:00.000Z,17.203117038892664,2.3639774859287055,,,,,,,,,,,,,,,,,900000
05:00:00.000Z,05:15:00.000Z,17.203117038892664,2.3639774859287055,,,,,,,,,,,,,,,,,900000
05:15:00.000Z,05:30:00.000Z,17.203117103392376,2.3639774859287055,,,,,,,,,,,,,,,,60000,840000
05:30:00.000Z,05:45:00.000Z,17.203118006388348,2.3639774859287055,-33.8636182,18.6842104,-33.8635668,18.6842416,,,,,,,,,,,,900000,
05:45:00.000Z,06:00:00.000Z,17.203118006842352,2.3639774859287055,-33.8635661,18.6842622,-33.8635661,18.6842622,,,,1,,,,,240000,,,660000,
06:00:00.000Z,06:15:00.000Z,17.20311800809087,2.3639774859287055,,,,,,,,4,,,,,900000,,,,
06:15:00.000Z,06:30:00.000Z,17.203117601282372,2.3639774859287055,,,,,,,,4,,,,,486313,,,,
06:30:00.000Z,06:45:00.000Z,17.203117123055456,2.3639774859287055,,,,,,,,3,,,,,,,,,
06:45:00.000Z,07:00:00.000Z,36.54872269531555,134.98981506298577,-33.977454,18.4656915,-33.9774524,18.4657545,,,,191,,,,5,52121,300000,,,
07:00:00.000Z,07:15:00.000Z,75.23993355887276,400.7142857142857,-33.977521,18.4642378,-33.9766661,18.4657832,0.4452380836009979,0.4452380836009979,0.4452380836009979,566,,,,15,,900000,,,
07:15:00.000Z,07:30:00.000Z,70.04885996698023,362.7412333960062,-33.9774787,18.4643144,-33.9767526,18.4657815,0.42364531755447393,0.44871798157691956,0.3985726535320282,545,,,,13,80500,819500,,,
07:30:00.000Z,07:45:00.000Z,23.01518423875764,55.70238726790451,,,,,,,,84,,,,1,809870,90130,,,
07:45:00.000Z,08:00:00.000Z,17.203119818007973,33.206896551724135,,,,,,,,50,,,,,900000,,,,
08:00:00.000Z,08:15:00.000Z,26.49120208381997,33.206896551724135,,,,,,,,51,,,,,755966,144034,,,
08:15:00.000Z,08:30:00.000Z,23.864455863154852,33.206896551724135,,,,,,,,51,,,,,796700,103300,,,
