Start time,End time,Calories (kcal),Distance (m),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Move Minutes count,Inactive duration (ms),Walking duration (ms),Running duration (ms),Light sleeping duration (ms),Deep sleeping duration (ms)
00:00:00.000Z,00:15:00.000Z,17.20311737060547,0.4045643153526971,,,,,,,,,,,,,,,,900000,
00:15:00.000Z,00:30:00.000Z,17.203117577234902,0.4045643153526971,-33.8636463,18.6842251,-33.8635843,18.6842935,,,,,,,,,,,,900000,
00:30:00.000Z,00:45:00.000Z,17.203117609024048,0.4045643153526971,,,,,,,,,,,,,,,,900000,
00:45:00.000Z,01:00:00.000Z,17.203117609024048,0.4045643153526971,,,,,,,,,,,,,,,,900000,
01:00:00.000Z,01:15:00.000Z,17.203118006388348,0.4045643153526971,,,,,,,,,,,,,,,,300000,600000
01:15:00.000Z,01:30:00.000Z,17.203118848800656,0.4045643153526971,,,,,,,,,,,,,,,,540000,360000
01:30:00.000Z,01:45:00.000Z,17.2031192779541,0.4045643153526971,,,,,,,,,,,,,,,,900000,
01:45:00.000Z,02:00:00.000Z,17.2031192779541,0.4045643153526971,,,,,,,,,,,,,,,,900000,
02:00:00.000Z,02:15:00.000Z,17.2031192779541,0.4045643153526971,,,,,4.495159082580358E-4,4.495159082580358E-4,4.495159082580358E-4,,,,,,,,,900000,
02:15:00.000Z,02:30:00.000Z,17.203118753433227,0.4045643153526971,,,,,,,,,,,,,,,,540000,360000
02:30:00.000Z,02:45:00.000Z,17.203117926915485,0.4045643153526971,,,,,,,,,,,,,,,,300000,600000
02:45:00.000Z,03:00:00.000Z,17.20311737060547,0.4045643153526971,,,,,,,,,,,,,,,,900000,
03:00:00.000Z,03:15:00.000Z,17.20311737060547,0.4045643153526971,-33.8636463,18.6842935,-33.8636463,18.6842935,,,,,,,,,,,,900000,
03:15:00.000Z,03:30:00.000Z,17.20311737060547,0.4045643153526971,-33.8636039,18.6841862,-33.8635769,18.6842616,,,,,,,,,,,,900000,
03:30:00.000Z,03:45:00.000Z,17.20311737060547,0.4045643153526971,-33.8635782,18.6842533,-33.8635782,18.6842533,,,,,,,,,,,,900000,
03:45:00.000Z,04:00:00.000Z,17.20311737060547,0.4045643153526971,,,,,,,,,,,,,,,,900000,
04:00:00.000Z,04:15:00.000Z,17.20311737060547,0.4045643153526971,,,,,,,,,,,,,,,,900000,
04:15:00.000Z,04:30:00.000Z,17.20311737060547,0.4045643153526971,-33.8636039,18.6841862,-33.8636039,18.6841862,,,,,,,,,,,,900000,
04:30:00.000Z,04:45:00.000Z,17.20311773390997,0.4045643153526971,-33.8636368,18.6842488,-33.8635827,18.6843247,,,,,,,,,,,,900000,
04:45:00.000Z,05:00:00.000Z,17.20311823501963,0.4045643153526971,-33.8635908,18.6841862,-33.8635695,18.6842722,,,,,,,,,,,,540000,360000
05:00:00.000Z,05:15:00.000Z,17.20311789677061,0.4045643153526971,-33.8636368,18.6843247,-33.8636368,18.6843247,,,,,,,,,,,,,900000
05:15:00.000Z,05:30:00.000Z,17.203117421524674,0.4045643153526971,-33.8635794,18.6842342,-33.8635373,18.6842575,,,,,,,,,,,,420000,480000
05:30:00.000Z,05:45:00.000Z,17.203116878386467,0.4045643153526971,-33.8636152,18.684252,-33.8636152,18.684252,,,,,,,,,,,,900000,
05:45:00.000Z,06:00:00.000Z,17.20311726600893,0.4045643153526971,,,,,,,,0,,,,,360000,,,540000,
06:00:00.000Z,06:15:00.000Z,52.21558765465487,110.24220318565118,,,,,0.4166666269302368,0.4166666269302368,0.4166666269302368,169,,,,4,660000,,240000,,
06:15:00.000Z,06:30:00.000Z,22.588225852649288,25.403225806451612,,,,,,,,38,,,,,685075,83509,,,
06:30:00.000Z,06:45:00.000Z,21.53137537390876,25.403225806451612,,,,,0.02822580561041832,0.02822580561041832,0.02822580561041832,38,,,,,242249,67120,,,
06:45:00.000Z,07:00:00.000Z,17.203117527260844,25.403225806451612,,,,,,,,39,,,,,,,,,
07:00:00.000Z,07:15:00.000Z,43.462471694400996,133.6290322580645,-33.9774666,18.465601,-33.9772994,18.4657338,,,,207,,,,3,282333,,180000,,
07:15:00.000Z,07:30:00.000Z,53.32866836027412,171.96039637241748,-33.9775235,18.4654536,-33.9775235,18.4654536,0.6388888955116272,0.6388888955116272,0.6388888955116272,257,,,,3,567001,152999,180000,,
07:30:00.000Z,07:45:00.000Z,17.203118734216865,77.6732677805693,,,,,,,,109,,,,,900000,,,,
07:45:00.000Z,08:00:00.000Z,31.8608259144709,77.6732677805693,,,,,0.08630362153053284,0.08630362153053284,0.08630362153053284,109,,,,,672697,227303,,,
08:00:00.000Z,08:15:00.000Z,17.203117697177806,77.6732677805693,,,,,,,,109,,,,,900000,,,,
08:15:00.000Z,08:30:00.000Z,17.203117697177806,77.6732677805693,,,,,,,,109,,,,,900000,,,,
08:30:00.000Z,08:45:00.000Z,26.99186479564333,110.3751214972473,,,,,0.35414084792137146,0.35414084792137146,0.35414084792137146,109,,,,,748202,151798,,,
08:45:00.000Z,09:00:00.000Z,28.96711698464608,77.6732695285658,,,,,0.08630363643169403,0.08630363643169403,0.08630363643169403,109,,,,,717571,182429,,,
09:00:00.000Z,09:15:00.000Z,139.74676063368562,286.53333333333336,-33.9774715,18.4654705,-33.9774304,18.46572,0.34111112356185913,0.34111112356185913,0.34111112356185913,424,,,,14,60000,,840000,,
09:15:00.000Z,09:30:00.000Z,32.57462442645048,49.45027273746318,,,,,0.03715846687555313,0.03715846687555313,0.03715846687555313,74,,,,1,737366,102634,60000,,
09:30:00.000Z,09:45:00.000Z,28.291245996812282,138.09319163994095,,,,,0.7370059490616414,1.1441307067871094,0.17437537014484406,50,,,,,317092,171948,,,
